SiteNumber,Type,LocationID,EffectiveDate,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,Owner,OwnerAddress,OwnerCSZ,OwnerPhone,Manager,ManagerAddress,ManagerCSZ,ManagerPhone,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS,ARPMethod,ARPElevation,ARPElevationMethod,MagneticVariation,MagneticVariationYear,TrafficPatternAltitude,ChartName,DistanceFromCBD,DirectionFromCBD,LandAreaCoveredByAirport,BoundaryARTCCID,BoundaryARTCCComputerID,BoundaryARTCCName,ResponsibleARTCCID,ResponsibleARTCCComputerID,ResponsibleARTCCName,TieInFSS,TieInFSSID,TieInFSSName,AirportToFSSPhoneNumber,TieInFSSTollFreeNumber,AlternateFSSID,AlternateFSSName,AlternateFSSTollFreeNumber,NOTAMFacilityID,NOTAMService,ActiviationDate,AirportStatusCode,CertificationTypeDate,FederalAgreements,AirspaceDetermination,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights,InspectionMethod,InspectionGroup,LastInspectionDate,LastOwnerInformationDate,FuelTypes,AirframeRepair,PowerPlantRepair,BottledOxygenType,BulkOxygenType,LightingSchedule,BeaconSchedule,ATCT,UNICOMFrequencies,CTAFFrequency,SegmentedCircle,BeaconColor,NonCommercialLandingFee,MedicalUse,SingleEngineGA,MultiEngineGA,JetEngineGA,HelicoptersGA,GlidersOperational,MilitaryOperational,Ultralights,OperationsCommercial,OperationsCommuter,OperationsAirTaxi,OperationsGALocal,OperationsGAItin,OperationsMilitary,OperationsDate,AirportPositionSource,AirportPositionSourceDate,AirportElevationSource,AirportElevationSourceDate,ContractFuelAvailable,TransientStorage,OtherServices,WindIndicator
50725.*A,AIRPORT,UMM,09/20/2012,AAL,NONE,AK,ALASKA,MATANUSKA-SUSITNA,AK,SUMMIT,SUMMIT,PU,PU,STATE OF ALASKA DOT & PF,NORTHERN REGION- 2301 PEGER RD,FAIRBANKS- AK 99701,    907-451-2200,TOM WILLIAMS,2301 PEGER ROAD,FAIRBANKS- AK 99709,    907-451-5280,63-19-53.3260N,227993.3260N,149-07-38.2200W,536858.2200W,E,2409,S,26E,1985,,ANCHORAGE,0,N,,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ENA,Y,08/01/1947,O,,,NO OBJECTION,N,N,N,Y,C,C,6062010,,,NONE,NONE,NONE,NONE,,,N,,122.9,Y,,N,,,,,,,,,50,,,,750,,12/31/2009,,,,,,,,Y
50729.*A,AIRPORT,8AK6,09/20/2012,AAL,NONE,AK,ALASKA,MATANUSKA-SUSITNA,AK,SUSITNA STATION,LITTLE SUSITNA,PR,PR,WARD L GAY,BOX 6147,ANCHORAGE ALASKA 99503,,,,,        279-3411,61-22-19.0030N,220939.0030N,150-15-44.0050W,540944.0050W,E,70,E,25E,1985,,ANCHORAGE,0,NE,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,N,07/01/1962,O,,,NO OBJECTION,N,N,N,N,2,F,5191976,,,NONE,NONE,NONE,NONE,,,N,,,N,,N,,1,,,,,,,,,10,,100,,05/19/1976,,,,,,,,Y
50730.03*A,AIRPORT,52AK,09/20/2012,AAL,NONE,AK,ALASKA,ANCHORAGE,AK,SUTTON,CRAG MOUNTAIN,PR,PR,RICK DOLFI,PO BOX 52,SUTTON- AK 99674,    907-745-4799,RICK DOLFI,PO BOX 52,SUTTON- AK 99674,    907-745-4799,61-42-14.5100N,222134.5100N,148-54-31.6400W,536071.6400W,E,487,E,,,,ANCHORAGE,1,N,,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,,04/01/2011,O,,,NO OBJECTION,,,,,2,N,,3052011,,,,,,,,N,,122.9,,,,,2,,,,,,,,,,,,,,OWNER,2011-03-05 00:00:00.0,OWNER,2011-03-05 00:00:00.0,,,,
50730.01*A,AIRPORT,28AK,09/20/2012,AAL,NONE,AK,ALASKA,MATANUSKA-SUSITNA,AK,SUTTON,FARRARS LANDING,PR,PR,BARRY L. GATES,34494 W PINOCHLE LN.,SUTTON- AK 99674,    907-301-2346,BARRY L. GATES,34494 W PINOCHLE LN,SUTTON- AK 99674,    907-301-2346,61-48-31.9560N,222511.9560N,147-51-33.6470W,532293.6470W,E,1875,E,26E,1985,,ANCHORAGE,31,E,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,N,11/01/1982,O,,,NO OBJECTION,,,,,2,N,11031982,6172011,,,,,,,,N,,,N,,N,,1,,,,,,,,,,,,,,,,,,,,,Y
50730.02*A,AIRPORT,AK59,09/20/2012,AAL,NONE,AK,ALASKA,MATANUSKA-SUSITNA,AK,SUTTON,KING RANCH,PR,PR,AIRPORT OPERATOR,39901 N. GLEN HWY,SUTTON- AK 99674,    907-745-5701,DAVID KING,39901 N. GLEN HWY,SUTTON- AK 79674,    907-745-5701,61-47-28.0000N,222448.0000N,148-21-06.0000W,534066.0000W,E,1350,E,23E,2000,,ANCHORAGE,5,NE,,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,,12/01/2002,O,,,NO OBJECTION,,,,,2,N,,7082011,100LLB,,,,,,,N,,,N,,,,8,,,3,,,,,,,,,,,NACO,2007-04-18 00:00:00.0,OWNER,2006-06-12 00:00:00.0,,,,Y
50735.*A,AIRPORT,TCT,09/20/2012,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,TAKOTNA,TAKOTNA,PU,PU,STATE OF ALASKA DOT,PO BOX 196900,ANCHORAGE- AK 99519-6900,    907-269-0747,DOUGLAS LYMAN,PO BOX 21,MC GRATH- AK 99627,    907-524-3241,62-59-33.7350N,226773.7350N,156-04-05.4850W,561845.4850W,E,825,E,22E,1980,,MC GRATH,1,N,    7,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ENA,Y,10/01/1949,O,,N,NOT ANALYZED,N,N,N,Y,S,C,5262009,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,0,0,0,0,,,,,,,,,,05/26/2009,,,,,,,CARGO,Y
50736.*A,AIRPORT,TLJ,09/20/2012,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,TAKOTNA,TATALINA LRRS,MA,PR,U.S. AIR FORCE 611TH AIR SPT GP.,10471 20TH STREET- SUITE 361,ELMENDORF AFB- AK 99506,    907-552-3442,NICK HILTON-,10471 20TH STREET- SUITE 222,ELMENDORF- AK 99506,    907-552-4400,62-53-41.6950N,226421.6950N,155-58-40.8450W,561520.8450W,E,964,S,22E,1985,,MC GRATH,7,S,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,PATL,Y,12/01/1951,O,,,NO OBJECTION,N,N,N,,,N,7171978,5012007,,NONE,NONE,NONE,NONE,SEE RMK,,N,,126.2,N,,N,,,,,,,,,,,1500,,150,,07/17/1978,FAA-EST,2012-06-12 00:00:00.0,,,,,CARGO,Y
50736.4*C,SEAPLANE BASE,A43,09/20/2012,AAL,NONE,AK,ALASKA,JUNEAU,AK,TAKU HARBOR,TAKU HARBOR,PU,PU,CITY AND BOROUGH OF JUNEAU,155 S. SEWARD STREET,JUNEAU- AK 99801,   (907)586-5240,JUNEAU DOCKS AND HARBOR DEPARTMENT,155 S. SEWARD STREET,JUNEAU- AK 99801,   (907)586-5255,58-04-08.8100N,209048.8100N,134-00-55.2830W,482455.2830W,E,0,E,28E,1985,,JUNEAU,0,N,,ZAN,ZAN,ANCHORAGE,,,,N,JNU,JUNEAU,907-789-7380,1-800-WX-BRIEF,,,,JNU,Y,,O,,,NOT ANALYZED,N,N,N,N,S,C,8172010,,,NONE,NONE,,,,,N,,122.9,N,,N,,,,,,,,,,,50,,50,,12/31/2006,,,,,,,,N
50736.7*C,SEAPLANE BASE,TKL,09/20/2012,AAL,NONE,AK,ALASKA,JUNEAU,AK,TAKU LODGE,TAKU LODGE,PR,PU,TAKU GLACIER LODGE,P.O. BOX 33597,JUNEAU- AK 99803,    907-789-5932,KEN WARD,,,    907-789-5932,58-29-22.8590N,210562.8590N,133-56-36.3160W,482196.3160W,E,0,E,28E,1985,,JUNEAU,0,E,,ZAN,ZAN,ANCHORAGE,,,,N,JNU,JUNEAU,907-789-7380,1-800-WX-BRIEF,,,,JNU,Y,05/01/1962,O,,,NO OBJECTION,N,N,N,N,S,C,8162010,,,NONE,NONE,NONE,NONE,,,N,123.05,123.05,N,,N,,,,,,,,,,,1600,,0,,12/31/2006,,,,,,,,N
50738.01*A,AIRPORT,2AK7,09/20/2012,AAL,NONE,AK,ALASKA,MATANUSKA-SUSITNA,AK,TALKEETNA,BALD MOUNTAIN,PR,PR,FRANK KNAPP,BOX 78,PALMER- AK 99645,    907-746-2444,KRIS KNAPP,BOX 78,PALMER- AK 99645,    907-746-2444,62-18-26.7600N,224306.7600N,149-45-07.5000W,539107.5000W,E,3600,E,23E,1965,,ANCHORAGE,9,E,   10,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,,02/01/2001,O,,,CONDITIONAL,,,,,2,N,,3222011,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
50738.09*A,AIRPORT,51AK,09/20/2012,AAL,NONE,AK,ALASKA,MATANUSKA-SUSITNA,AK,TALKEETNA,BIRCH CREEK LANDING,PR,PR,CREATIVE DEVELOPMENTS LLC,PO BOX 1023,TALKEETNA- AK 99676,    907-733-1413,TIM COSTELLO,PO BOX 681,TALKEETNA- AK 99676,    907-733-1413,62-14-32.2400N,224072.2400N,150-03-56.9300W,540236.9300W,E,400,E,,,,ANCHORAGE,6,SSE,,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,,04/01/2008,O,,,CONDITIONAL,,,,,2,N,,10212008,,,,,,,,N,,123.6,,,,,,,,,,,,,,,,,,,OWNER,2008-03-12 00:00:00.0,OWNER,2008-03-12 00:00:00.0,,,,Y
50738.04*A,AIRPORT,AK19,09/20/2012,AAL,NONE,AK,ALASKA,MATANUSKA-SUSITNA,AK,TALKEETNA,CARL'S LANDING,PR,PR,CARL'S LANDING AIRMAN'S ASSN,HC89 BOX 8320,TALKEETNA- AK 99676,    907-733-2796,CARL THOMAS,HC89 BOX 8320,TALKEETNA- AK 99676,    907-733-2796,62-10-26.0500N,223826.0500N,150-03-51.3900W,540231.3900W,E,300,E,,,,ANCHORAGE,9,S,,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,,04/01/2006,O,,,NO OBJECTION,,,,,2,N,,3012011,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,OWNER,2005-06-07 00:00:00.0,OWNER,2005-06-07 00:00:00.0,,,,Y
50738.07*C,SEAPLANE BASE,AK8,09/20/2012,AAL,NONE,AK,ALASKA,MATANUSKA-SUSITNA,AK,TALKEETNA,CHRISTIANSEN LAKE,PR,PU,DON LEE,P.O. BOX 139,TALKEETNA- AK 99676,    907-733-4500,DON LEE,P.O. BOX 139,TALKEETNA- AK 99676,    907-733-4500,62-18-48.2900N,224328.2900N,150-04-09.6600W,540249.6600W,E,400,E,,,,ANCHORAGE,1,E,,ZAN,ZAN,ANCHORAGE,,,,,TKA,TALKEETNA,907-733-2277,1-800-478-7150,ENA,KENAI,1-866-864-1737,TKA,Y,03/01/2007,O,,,NO OBJECTION,,,,,S,C,10062010,11022006,100LL,,,,,,,N,,123.6,,,,,12,,,,,0,,,,,,,,11/30/2010,OWNER,2006-02-11 00:00:00.0,OWNER,2006-02-11 00:00:00.0,,,,
50738.06*A,AIRPORT,21AK,09/20/2012,AAL,NONE,AK,ALASKA,MATANUSKA-SUSITNA,AK,TALKEETNA,MONTANA CREEK,PR,PR,JOANNE POTTS,HC89 BOX 530,WILLOW- AK 99688,    907-733-6760,JOANNE POTTS,HC89 BOX 530,WILLOW- AK 99688,    907-733-6760,62-04-18.1360N,223458.1360N,150-04-08.0920W,540248.0920W,E,250,E,25E,1985,,ANCHORAGE,15,S,,ZAN,ZAN,ANCHORAGE,,,,N,TKA,TALKEETNA,907-733-2277,1-800-478-7150,ENA,KENAI,1-866-864-1737,,N,06/01/1979,O,,,NOT ANALYZED,,,,,2,N,,1172011,,,,NONE,NONE,,,N,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,Y
50738.1*A,AIRPORT,49AK,09/20/2012,AAL,NONE,AK,ALASKA,MATANUSKA-SUSITNA,AK,TALKEETNA,SECLUDED LAKE,PR,PR,SECLUDED LAKE AIRPORT- INC.,P.O. BOX 148,TALKEETRA- AK 99676,    907-235-5537,ANDREW MILLER,P.O. BOX 148,TALKEETRA- AK 99676,    907-235-5537,62-01-28.1310N,223288.1310N,149-58-38.0730W,539918.0730W,E,300,E,25E,1985,,ANCHORAGE,20,S,,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,N,04/01/1988,O,,,NOT ANALYZED,,,,,2,N,,2162011,,,,,,,,N,,,N,,,,2,,,,,,,,,,,,,,,,,,,,,
50738.08*A,AIRPORT,AA00,09/20/2012,AAL,NONE,AK,ALASKA,MATANUSKA-SUSITNA,AK,TALKEETNA,SHUMP,PR,PR,ROBERT GERLACH,PO BOX 23,TALKEETNA- AK 99676,    907-733-2612,ROBERT GERLACH,PO BOX 23,TALKEETNA- AK 99676,    907-733-2612,62-30-36.5400N,225036.5400N,149-55-36.1800W,539736.1800W,E,1670,E,,,,ANCHORAGE,20,NE,,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,,08/01/2007,O,,,NO OBJECTION,,,,,2,N,,11252010,,,,,,,,N,,122.9,,,,,1,,,,,,,,,,,,,,OWNER,2007-04-16 00:00:00.0,OWNER,2007-04-16 00:00:00.0,,,,
50738.02*A,AIRPORT,3AK3,09/20/2012,AAL,NONE,AK,ALASKA,ALEUTIAN ISLANDS,AK,TALKEETNA,SONGLO VISTA,PR,PR,LEONARD KRAGNESS,BOX 13409,TRAPPER CREEK- AK 99683,    907-733-8000,LEONARD KRAGNESS,BOX 13409,TRAPPER CREEK- AK 99863,    907-733-8000,62-33-49.5600N,225229.5600N,150-13-13.8000W,540793.8000W,E,825,,23E,1965,,ANCHORAGE,15,NW,   20,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,,02/01/2001,O,,,CONDITIONAL,,,,,2,N,,10172008,,,,,,,,N,,122.9,N,,,,4,,,,,,,,,,,,,,,,,,,,,Y
50738.03*A,AIRPORT,AK61,09/20/2012,AAL,NONE,AK,ALASKA,MATANUSKA-SUSITNA,AK,TALKEETNA,STEPHAN LAKE LODGE,PR,PR,JAMES K BAILEY,BOX 770695,EAGLE RIVER- AK 99577,   9007-696-2163,JAMES K BAILEY,BOX 770695,EAGLE RIVER- AK 99577,   9007-696-2163,62-41-58.6600N,225718.6600N,148-54-26.6800W,536066.6800W,E,1900,E,,,,ANCHORAGE,40,SW,,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,,07/01/2004,O,,,NO OBJECTION,,,,,,N,,1272011,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,OWNER,2004-04-02 00:00:00.0,OWNER,2004-04-02 00:00:00.0,,,,
50738.*A,AIRPORT,TKA,09/20/2012,AAL,NONE,AK,ALASKA,MATANUSKA-SUSITNA,AK,TALKEETNA,TALKEETNA,PU,PU,ST OF AK DOTPF CENT REG,POUCH 196900,ANCHORAGE- AK 99519-6900,    907-269-0782,STEVE HANSON,BOX 610,TALKEETNA- AK 99676,    907-733-2278,62-19-13.8000N,224353.8000N,150-05-37.3000W,540337.3000W,E,358,S,19E,2010,,ANCHORAGE,1,E,  624,ZAN,ZAN,ANCHORAGE,,,,Y,TKA,TALKEETNA,907-733-2277,1-800-478-7150,ENA,KENAI,1-866-864-1737,TKA,Y,03/01/1949,O,,NGPY,NOT ANALYZED,N,N,N,Y,F,C,10092010,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,123,123.6,Y,CG,N,,24,1,0,0,,,,,,9500,4000,16000,500,12/31/2009,,1997-04-08 00:00:00.0,,,,TIE,CARGO-CHTR,Y-L
50739.*A,AIRPORT,AK44,09/20/2012,AAL,NONE,AK,ALASKA,MATANUSKA-SUSITNA,AK,TALKEETNA,TALKEETNA VILLAGE STRIP,PU,PR,BLM/ANC FIELD OFFICE,6881 ELMORE LOOP RD,ANCHORAGE- AK 99507,    907-267-1246,BLM/ANC FIELD OFFICE,6881 ELMORE RD,ANCHORAGE- AK 99507,    907-267-1246,62-19-08.1720N,224348.1720N,150-06-58.1320W,540418.1320W,E,346,E,25E,1985,,ANCHORAGE,1,S,,ZAN,ZAN,ANCHORAGE,,,,N,TKA,TALKEETNA,907-733-2277,1-800-478-7150,ENA,KENAI,1-866-864-1737,,N,10/01/1950,O,,,OBJECTIONABLE,N,N,N,N,2,F,9091989,7062011,100  80   B+,MINOR,MINOR,NONE,NONE,,,N,,,N,,N,,5,,,2,,,,,,1500,3500,2000,,09/09/1989,,,,,,,CARGO,Y
50742.*A,AIRPORT,TSG,09/20/2012,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,TANACROSS,TANACROSS,PU,PU,BUREAU OF LAND MANAGEMENT,1150 UNIVERSITY AVE,FAIRBANKS- AK 99709-3844,    907-474-2200,SHELLY JACOBSON,1150 UNIVERSITY AVE.,FAIBANKS- AK 99709,    907-474-2356,63-22-27.7220N,228147.7220N,143-20-08.0660W,516008.0660W,E,1549,S,29E,1985,,ANCHORAGE,1,S,,ZAN,ZAN,ANCHORAGE,,,,N,ORT,NORTHWAY,907-778-2219,1-800-478-6611,FAI,FAIRBANKS,1-866-248-6516,ORT,Y,07/01/1947,O,,,NO OBJECTION,N,N,N,Y,S,C,5282010,,,,,NONE,NONE,,,N,,122.8,N,,N,,,,,,,,,,,,,800,,12/31/2005,,,,,,,CARGO,Y
50746.01*A,AIRPORT,7AK0,09/20/2012,AAL,NONE,AK,ALASKA,FAIRBANKS NORTH STAR,AK,TANANA,ART Z,PR,PR, CHUCK JOHNSON,2382- SKILAND RD,FAIRBANKS- AK 99712,,CHARLES DEER,322 FAIRBANKS ST,FAIRBANKS- AK 99709,    907-479-6152,64-38-50.6100N,232730.6100N,151-48-35.5400W,546515.5400W,E,193,E,,,,FAIRBANKS,37,SE,,ZAN,ZAN,ANCHORAGE,,,,,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,,,04/01/2004,O,,,NO OBJECTION,,,,,2,N,,11242003,,,,,,,,N,,,N,,Y,,,,,,,,,,,,,,,,OWNER,2003-11-24 00:00:00.0,OWNER,2004-11-24 00:00:00.0,,,,
50746.*A,AIRPORT,TAL,09/20/2012,AAL,NONE,AK,ALASKA,YUKON-KOYUKUK,AK,TANANA,RALPH M CALHOUN MEMORIAL,PU,PU,STATE OF AK DOTPF N RGN,2301 PEGER RD,FAIRBANKS- AK 99709,    907-451-5230,JEREMY WORRALL,2301 PEGER ROAD,FAIRBANKS- AK 99709,    907-451-5230,65-10-27.8230N,234627.8230N,152-06-33.7990W,547593.7990W,E,236,S,19E,2010,,FAIRBANKS,1,WNW, 1650,ZAN,ZAN,ANCHORAGE,,,,N,FAI,FAIRBANKS,907-474-0137,1-866-248-6516,,,,TAL,Y,09/01/1947,O,,NPY,NO OBJECTION,N,N,N,Y,S,C,8272011,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.9,Y,CG,N,,0,,,,,,,,,1350,1200,500,50,09/29/2009,NGS,,AVN,2001-12-31 00:00:00.0,,TIE,CARGO,Y-L
50749.1*A,AIRPORT,7KA,09/20/2012,AAL,NONE,AK,ALASKA,VALDEZ-CHITNA-WHITIE,AK,TATITLEK,TATITLEK,PU,PU,STATE OF AK DOT&PF/N REG,2301 PEGER RD,FAIRBANKS- AK 99701,    907-451-2200,STEVE SEARLES,PO BOX 507,VALDEZ- AK 99686,    907-835-5658,60-52-20.6000N,219140.6000N,146-41-28.2000W,528088.2000W,E,62,E,20E,2010,,ANCHORAGE,0,NW,  160,ZAN,ZAN,ANCHORAGE,,,,N,JNU,JUNEAU,907-789-7380,1-800-WX-BRIEF,,,,JNU,Y,08/01/1974,O,,NGY,NO OBJECTION,N,N,,Y,S,C,9182010,,,NONE,NONE,NONE,NONE,,SEE RMK,N,,122.7,Y,CG,N,,1,0,0,0,,,,,,1250,100,1000,,12/31/2010,NGS,2007-06-11 00:00:00.0,NGS,2007-06-11 00:00:00.0,,,,Y
50750.*A,AIRPORT,8KA,09/20/2012,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,TATITNA,TATITNA,PU,PU,US GOV-BLM,6881 ABBOT LOOP RD,ANCHORAGE- AK 99507,    907-267-1213,,,,,62-17-35.8330N,224255.8330N,153-21-43.0310W,552103.0310W,E,1490,E,24E,1985,,MC GRATH,1,S,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ENA,Y,09/01/1970,O,,,NOT ANALYZED,N,N,N,N,S,C,9022005,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,,,,,09/02/2005,,,NACO,1972-03-27 00:00:00.0,,,,
50752.*A,AIRPORT,AK49,09/20/2012,AAL,NONE,AK,ALASKA,NOME,AK,TAYLOR,TAYLOR,PR,PR,N B TWEET,BOX 1107,NOME- AK 99762,,BILL TWEET,BOX 1107,NOME- AK 99762,,65-40-45.3910N,236445.3910N,164-47-55.7050W,593275.7050W,E,440,E,17E,1985,,NOME,3,SE,,ZAN,ZAN,ANCHORAGE,,,,N,OME,NOME,LC 443-2291,1-800-478-8400,FAI,FAIRBANKS,1-866-248-6516,,N,11/01/1949,O,,,NOT ANALYZED,N,N,N,N,2,N,7091980,11302010,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,3,,,,,,,,,,30,175,,07/09/1980,,,,,,,,Y
50753.*A,AIRPORT,AK64,09/20/2012,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,TAYLOR MOUNTAIN MINE,TAYLOR MOUNTAIN,PU,PR,STATE OF AK DEPT OF NATL RESC,550 W. 7TH AVE.- SUITE 900C- DIVISION OF MINING- LAND AND WATER,ANCHORAGE- AK 99510,    907-269-8503,JAMIN KLOPMAN / JOE DAUGHTERY,PO BOX 86,RED DEVIL- AK 99656,    907-745-5783,60-52-04.0000N,219124.0000N,157-23-31.0000W,566611.0000W,E,1000,E,20E,1990,,MC GRATH,0,N,,ZAN,ZAN,ANCHORAGE,,,,,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,N,08/01/1995,O,,,NO OBJECTION,,,,,F,N,,9072011,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,,,OWNER,1995-08-11 00:00:00.0,,,,Y
50754.*A,AIRPORT,Z14,09/20/2012,AAL,NONE,AK,ALASKA,VALDEZ-CHITNA-WHITIE,AK,TAZLINA,TAZLINA,PU,PU,STATE OF ALASKA DOT & PF,NORTHERN REGION- 2301 PEGER RD,FAIRBANKS- AK 99701,    907-451-2200,JOHN HOFFMAN,ALASKA DOT&PF- PO BOX 7,GLENNALLEN- AK 99588,    907-822-3222,62-03-53.2390N,223433.2390N,146-27-37.8790W,527257.8790W,E,2450,E,27E,1985,,ANCHORAGE,0,SE,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ENA,Y,09/01/1950,O,,,NOT ANALYZED,N,N,N,Y,S,S,9102011,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,1,,,,,,,,,30,100,70,,08/31/2011,,,,,,TIE,,Y
50754.1*C,SEAPLANE BASE,5AK,09/20/2012,AAL,NONE,AK,ALASKA,VALDEZ-CHITNA-WHITIE,AK,TAZLINA,TAZLINA /SMOKEY LAKE/,PR,PU,ARTHUR WIKLE,MILE 156 GLENN HWY- HC1 BOX 2640,GLENNALLEN- AK 99588,    907-822-3061,ARTHUR WIKLE,MILE 156 GLENN HWY- HC1 BOX 2640,GLENNALLEN- AK 99588,    907-822-3061,62-03-48.2400N,223428.2400N,146-26-57.8810W,527217.8810W,E,2407,S,27E,1985,,ANCHORAGE,0,E,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,,N,,O,,,NOT ANALYZED,N,N,N,N,S,S,9102011,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,2,,,,,,,,,,300,100,,12/31/2010,,,,,,,,Y
50755.*A,AIRPORT,2K5,09/20/2012,AAL,NONE,AK,ALASKA,KUSKOKWIM,AK,TELIDA,TELIDA,PU,PU,PUBLIC DOMAIN,,,,DOUGLAS LYMAN,PO BOX 21,MC GRATH- AK 99627,    907-524-3241,63-23-37.9420N,228217.9420N,153-16-08.3040W,551768.3040W,E,650,E,24E,1985,,MC GRATH,0,S,,ZAN,ZAN,ANCHORAGE,,,,N,ENA,KENAI,800-478-3576,1-866-864-1737,,,,ENA,Y,07/01/1964,O,,N,NOT ANALYZED,N,N,N,N,S,C,5172009,,,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,,,,,,,,,,,,,,05/17/2009,,,,,,,,Y
50756.1*A,AIRPORT,TER,09/20/2012,AAL,NONE,AK,ALASKA,NOME,AK,TELLER,TELLER,PU,PU,ST OF AK DOTPF N RGN,2301 PEGER RD,FAIRBANKS- AK 99701,    907-451-2200,ROBERT MADDEN,PO BOX 1048,NOME- AK 99762,    907-443-3431,65-14-25.3660N,234865.3660N,166-20-21.6230W,598821.6230W,E,294,E,14E,2005,,NOME,2,S,,ZAN,ZAN,ANCHORAGE,,,,,OME,NOME,LC 443-2291,1-800-478-8400,FAI,FAIRBANKS,1-866-248-6516,TER,Y,07/01/1975,O,,NGY,NO OBJECTION,N,N,N,Y,C,C,9042011,,,,,,,SEE RMK,SEE RMK,N,,123,Y,CG,N,,0,0,0,0,,,,,,,,,,09/29/2009,NACO,2004-10-14 00:00:00.0,NACO,2002-08-08 00:00:00.0,,,,Y-L
50757.8*C,SEAPLANE BASE,TKE,09/20/2012,AAL,NONE,AK,ALASKA,SITKA,AK,TENAKEE SPRINGS,TENAKEE,PU,PU,ST OF AK DOTPF/SE REGION,6860 GLACIER HWY,JUNEAU- AK 99801-7999,    907-465-1786,PAUL KHERA,P.O. BOX 112506,JUNEAU- AK 99811,    907-465-1786,57-46-46.7700N,208006.7700N,135-13-06.3980W,486786.3980W,E,0,E,27E,1985,,JUNEAU,0,N,,ZAN,ZAN,ANCHORAGE,,,,N,JNU,JUNEAU,907-789-7380,1-800-WX-BRIEF,,,,JNU,Y,12/01/1949,O,,NY1,NO OBJECTION,N,N,N,Y,S,C,8132010,,100  80,NONE,NONE,NONE,NONE,,,N,,122.9,N,,N,,0,0,0,0,,,,,,500,,150,,12/31/2006,,,,,,,,Y
